item_id,sale_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted,item_total,sale_date,channel,channel_campaigns
1050,180,197,1,66.68,66.68,0.00,0.00%,FALSE,66.68,13/06/2025,App Mobile,App Mobile
2153,1272,197,1,66.68,66.68,0.00,0.00%,FALSE,66.68,15/04/2025,App Mobile,App Mobile
2909,370,131,1,66.63,66.63,0.00,0.00%,FALSE,66.63,21/04/2025,App Mobile,App Mobile
719,450,478,1,66.52,66.52,0.00,0.00%,FALSE,66.52,30/04/2025,App Mobile,App Mobile
2134,1144,478,1,66.52,66.52,0.00,0.00%,FALSE,66.52,20/05/2025,E-commerce,Website Banner
1640,183,70,1,66.33,66.33,0.00,0.00%,FALSE,66.33,16/05/2025,E-commerce,Website Banner
185,1136,435,1,64.50,64.50,0.00,0.00%,FALSE,64.50,14/06/2025,App Mobile,App Mobile
1624,54,435,1,64.50,64.50,0.00,0.00%,FALSE,64.50,28/05/2025,App Mobile,App Mobile
1894,204,276,1,64.44,64.44,0.00,0.00%,FALSE,64.44,06/5/2025,E-commerce,Website Banner
2601,1344,276,1,64.44,64.44,0.00,0.00%,FALSE,64.44,21/04/2025,App Mobile,App Mobile
2521,466,194,1,64.11,64.11,0.00,0.00%,FALSE,64.11,17/04/2025,E-commerce,Website Banner
674,946,371,1,63.82,63.82,0.00,0.00%,FALSE,63.82,16/04/2025,App Mobile,App Mobile
2257,1117,372,1,63.79,63.79,0.00,0.00%,FALSE,63.79,15/06/2025,E-commerce,Website Banner
174,394,79,1,63.22,63.22,0.00,0.00%,FALSE,63.22,15/06/2025,E-commerce,Website Banner
115,230,206,1,63.03,63.03,0.00,0.00%,FALSE,63.03,21/04/2025,App Mobile,App Mobile
1404,207,56,1,62.92,62.92,0.00,0.00%,FALSE,62.92,15/05/2025,E-commerce,Website Banner
2400,436,38,1,62.80,62.80,0.00,0.00%,FALSE,62.80,28/04/2025,App Mobile,App Mobile
718,436,317,1,62.63,62.63,0.00,0.00%,FALSE,62.63,28/04/2025,App Mobile,App Mobile
1997,1245,115,1,62.27,62.27,0.00,0.00%,FALSE,62.27,17/05/2025,E-commerce,Website Banner
1481,1135,437,1,62.17,62.17,0.00,0.00%,FALSE,62.17,20/05/2025,App Mobile,App Mobile
1538,418,437,1,62.17,62.17,0.00,0.00%,FALSE,62.17,05/6/2025,App Mobile,App Mobile
1044,626,50,1,61.95,61.95,0.00,0.00%,FALSE,61.95,24/04/2025,App Mobile,App Mobile
2354,779,266,1,61.67,61.67,0.00,0.00%,FALSE,61.67,17/04/2025,App Mobile,App Mobile
1311,168,35,1,61.61,61.61,0.00,0.00%,FALSE,61.61,04/4/2025,App Mobile,App Mobile
2658,1103,35,1,61.61,61.61,0.00,0.00%,FALSE,61.61,31/05/2025,E-commerce,Website Banner
131,1281,399,1,61.60,61.60,0.00,0.00%,FALSE,61.60,04/6/2025,App Mobile,App Mobile
589,43,399,1,61.60,61.60,0.00,0.00%,FALSE,61.60,15/04/2025,App Mobile,App Mobile
60,226,428,1,61.22,61.22,0.00,0.00%,FALSE,61.22,23/04/2025,App Mobile,App Mobile
539,509,483,1,60.89,60.89,0.00,0.00%,FALSE,60.89,15/05/2025,E-commerce,Website Banner
2091,370,483,1,60.89,60.89,0.00,0.00%,FALSE,60.89,21/04/2025,App Mobile,App Mobile
2727,486,483,1,60.89,60.89,0.00,0.00%,FALSE,60.89,19/04/2025,App Mobile,App Mobile
2291,510,340,1,60.83,60.83,0.00,0.00%,FALSE,60.83,30/04/2025,E-commerce,Website Banner
1551,1339,129,1,60.68,60.68,0.00,0.00%,FALSE,60.68,23/04/2025,App Mobile,App Mobile
2342,52,129,1,60.68,60.68,0.00,0.00%,FALSE,60.68,21/05/2025,E-commerce,Website Banner
67,1329,287,1,60.34,60.34,0.00,0.00%,FALSE,60.34,27/04/2025,App Mobile,App Mobile
271,247,287,1,60.34,60.34,0.00,0.00%,FALSE,60.34,04/4/2025,App Mobile,App Mobile
2913,1166,287,1,60.34,60.34,0.00,0.00%,FALSE,60.34,17/05/2025,E-commerce,Website Banner
2981,1339,54,1,60.33,60.33,0.00,0.00%,FALSE,60.33,23/04/2025,App Mobile,App Mobile
507,404,324,1,60.31,60.31,0.00,0.00%,FALSE,60.31,26/05/2025,E-commerce,Website Banner
471,976,307,1,66.87,60.18,6.69,10.00%,TRUE,60.18,06/6/2025,E-commerce,Website Banner
1786,607,433,1,60.12,60.12,0.00,0.00%,FALSE,60.12,30/04/2025,App Mobile,App Mobile
2423,10,347,1,59.92,59.92,0.00,0.00%,FALSE,59.92,21/05/2025,E-commerce,Website Banner
143,557,99,1,59.78,59.78,0.00,0.00%,FALSE,59.78,25/04/2025,App Mobile,App Mobile
3191,761,391,1,59.77,59.77,0.00,0.00%,FALSE,59.77,31/05/2025,E-commerce,Website Banner
1991,89,464,1,59.58,59.58,0.00,0.00%,FALSE,59.58,25/04/2025,E-commerce,Website Banner
2437,277,291,1,59.56,59.56,0.00,0.00%,FALSE,59.56,26/05/2025,E-commerce,Website Banner
676,190,160,1,59.38,59.38,0.00,0.00%,FALSE,59.38,17/06/2025,App Mobile,App Mobile
3071,255,160,1,59.38,59.38,0.00,0.00%,FALSE,59.38,30/04/2025,E-commerce,Website Banner
3078,435,244,1,59.32,59.32,0.00,0.00%,FALSE,59.32,27/04/2025,App Mobile,App Mobile
110,1034,214,1,59.07,59.07,0.00,0.00%,FALSE,59.07,31/05/2025,App Mobile,App Mobile
889,1304,214,1,59.07,59.07,0.00,0.00%,FALSE,59.07,14/04/2025,App Mobile,App Mobile
1597,383,214,1,59.07,59.07,0.00,0.00%,FALSE,59.07,15/04/2025,App Mobile,App Mobile
1836,65,384,1,58.94,58.94,0.00,0.00%,FALSE,58.94,06/5/2025,E-commerce,Website Banner
759,127,63,1,58.67,58.67,0.00,0.00%,FALSE,58.67,13/04/2025,App Mobile,App Mobile
705,833,366,1,58.34,58.34,0.00,0.00%,FALSE,58.34,29/04/2025,E-commerce,Website Banner
1370,856,366,1,58.34,58.34,0.00,0.00%,FALSE,58.34,17/04/2025,E-commerce,Website Banner
2021,1179,366,1,58.34,58.34,0.00,0.00%,FALSE,58.34,29/04/2025,E-commerce,Website Banner
71,647,22,1,58.26,58.26,0.00,0.00%,FALSE,58.26,30/04/2025,E-commerce,Website Banner
1315,323,22,1,58.26,58.26,0.00,0.00%,FALSE,58.26,06/5/2025,E-commerce,Website Banner
2065,231,145,1,58.25,58.25,0.00,0.00%,FALSE,58.25,24/04/2025,E-commerce,Website Banner
2140,947,101,1,58.11,58.11,0.00,0.00%,FALSE,58.11,16/06/2025,E-commerce,Website Banner
2175,594,101,1,58.11,58.11,0.00,0.00%,FALSE,58.11,30/05/2025,App Mobile,App Mobile
2696,402,225,1,58.11,58.11,0.00,0.00%,FALSE,58.11,13/05/2025,E-commerce,Website Banner
1745,264,321,1,58.09,58.09,0.00,0.00%,FALSE,58.09,31/05/2025,App Mobile,App Mobile
2846,601,83,1,57.80,57.80,0.00,0.00%,FALSE,57.80,31/05/2025,E-commerce,Website Banner
974,294,227,1,57.51,57.51,0.00,0.00%,FALSE,57.51,17/06/2025,E-commerce,Website Banner
1632,1207,26,1,57.48,57.48,0.00,0.00%,FALSE,57.48,04/5/2025,App Mobile,App Mobile
1413,247,27,1,57.35,57.35,0.00,0.00%,FALSE,57.35,04/4/2025,App Mobile,App Mobile
2368,629,49,1,57.35,57.35,0.00,0.00%,FALSE,57.35,26/05/2025,App Mobile,App Mobile
357,331,222,1,57.19,57.19,0.00,0.00%,FALSE,57.19,06/5/2025,App Mobile,App Mobile
3316,1036,222,1,57.19,57.19,0.00,0.00%,FALSE,57.19,13/06/2025,E-commerce,Website Banner
602,78,53,1,57.17,57.17,0.00,0.00%,FALSE,57.17,18/05/2025,E-commerce,Website Banner
116,11,288,1,57.11,57.11,0.00,0.00%,FALSE,57.11,20/05/2025,App Mobile,App Mobile
200,564,288,1,57.11,57.11,0.00,0.00%,FALSE,57.11,28/05/2025,E-commerce,Website Banner
2830,1169,288,1,57.11,57.11,0.00,0.00%,FALSE,57.11,16/05/2025,E-commerce,Website Banner
2946,273,103,1,57.00,57.00,0.00,0.00%,FALSE,57.00,16/06/2025,App Mobile,App Mobile
2276,985,357,1,56.91,56.91,0.00,0.00%,FALSE,56.91,04/5/2025,E-commerce,Website Banner
2750,635,357,1,56.91,56.91,0.00,0.00%,FALSE,56.91,16/04/2025,App Mobile,App Mobile
1325,620,326,1,56.70,56.70,0.00,0.00%,FALSE,56.70,20/05/2025,E-commerce,Website Banner
1574,504,326,1,56.70,56.70,0.00,0.00%,FALSE,56.70,06/4/2025,App Mobile,App Mobile
513,1093,294,1,56.69,56.69,0.00,0.00%,FALSE,56.69,25/05/2025,App Mobile,App Mobile
731,539,303,1,56.58,56.58,0.00,0.00%,FALSE,56.58,26/04/2025,E-commerce,Website Banner
3347,882,100,1,56.44,56.44,0.00,0.00%,FALSE,56.44,15/06/2025,App Mobile,App Mobile
312,183,314,1,56.29,56.29,0.00,0.00%,FALSE,56.29,16/05/2025,E-commerce,Website Banner
1124,646,485,1,56.20,56.20,0.00,0.00%,FALSE,56.20,14/05/2025,E-commerce,Website Banner
2954,430,422,1,55.91,55.91,0.00,0.00%,FALSE,55.91,18/04/2025,E-commerce,Website Banner
2362,265,424,1,55.39,55.39,0.00,0.00%,FALSE,55.39,26/05/2025,App Mobile,App Mobile
2538,531,97,1,55.27,55.27,0.00,0.00%,FALSE,55.27,30/05/2025,App Mobile,App Mobile
921,577,265,1,55.25,55.25,0.00,0.00%,FALSE,55.25,27/05/2025,E-commerce,Website Banner
424,592,107,1,55.06,55.06,0.00,0.00%,FALSE,55.06,17/05/2025,E-commerce,Website Banner
3198,578,107,1,55.06,55.06,0.00,0.00%,FALSE,55.06,25/04/2025,App Mobile,App Mobile
2384,220,124,1,55.04,55.04,0.00,0.00%,FALSE,55.04,18/04/2025,E-commerce,Website Banner
1598,1230,126,1,55.03,55.03,0.00,0.00%,FALSE,55.03,19/05/2025,E-commerce,Website Banner
1027,815,264,1,55.01,55.01,0.00,0.00%,FALSE,55.01,27/04/2025,App Mobile,App Mobile
2453,707,188,1,55.01,55.01,0.00,0.00%,FALSE,55.01,23/05/2025,E-commerce,Website Banner
29,653,461,1,54.91,54.91,0.00,0.00%,FALSE,54.91,21/05/2025,E-commerce,Website Banner
2440,708,461,1,54.91,54.91,0.00,0.00%,FALSE,54.91,16/04/2025,App Mobile,App Mobile
2524,527,481,1,54.87,54.87,0.00,0.00%,FALSE,54.87,28/05/2025,E-commerce,Website Banner
79,1336,32,1,54.83,54.83,0.00,0.00%,FALSE,54.83,04/4/2025,E-commerce,Website Banner
1554,41,32,1,54.83,54.83,0.00,0.00%,FALSE,54.83,14/04/2025,E-commerce,Website Banner
2801,116,32,1,54.83,54.83,0.00,0.00%,FALSE,54.83,04/5/2025,App Mobile,App Mobile
1536,193,271,1,54.28,54.28,0.00,0.00%,FALSE,54.28,18/05/2025,E-commerce,Website Banner
2426,144,42,1,54.20,54.20,0.00,0.00%,FALSE,54.20,20/04/2025,App Mobile,App Mobile
2952,204,42,1,54.20,54.20,0.00,0.00%,FALSE,54.20,06/5/2025,E-commerce,Website Banner
2713,212,439,1,53.93,53.93,0.00,0.00%,FALSE,53.93,05/5/2025,App Mobile,App Mobile
1206,55,154,1,53.74,53.74,0.00,0.00%,FALSE,53.74,17/04/2025,E-commerce,Website Banner
964,675,47,1,53.73,53.73,0.00,0.00%,FALSE,53.73,23/05/2025,E-commerce,Website Banner
3185,1006,221,1,53.70,53.70,0.00,0.00%,FALSE,53.70,05/5/2025,E-commerce,Website Banner
2293,298,52,1,53.61,53.61,0.00,0.00%,FALSE,53.61,18/05/2025,E-commerce,Website Banner
2959,1004,368,1,53.48,53.48,0.00,0.00%,FALSE,53.48,27/04/2025,App Mobile,App Mobile
2972,778,416,1,53.46,53.46,0.00,0.00%,FALSE,53.46,13/04/2025,E-commerce,Website Banner
610,749,458,1,53.35,53.35,0.00,0.00%,FALSE,53.35,26/04/2025,E-commerce,Website Banner
1501,1224,458,1,53.35,53.35,0.00,0.00%,FALSE,53.35,19/04/2025,E-commerce,Website Banner
1407,605,87,1,53.32,53.32,0.00,0.00%,FALSE,53.32,06/4/2025,App Mobile,App Mobile
1226,1256,442,1,53.27,53.27,0.00,0.00%,FALSE,53.27,16/04/2025,App Mobile,App Mobile
1950,666,40,1,53.19,53.19,0.00,0.00%,FALSE,53.19,24/05/2025,E-commerce,Website Banner
1857,1286,214,1,59.07,53.16,5.91,10.00%,TRUE,53.16,06/6/2025,E-commerce,Website Banner
2305,827,262,1,52.94,52.94,0.00,0.00%,FALSE,52.94,14/06/2025,E-commerce,Website Banner
2438,604,25,1,52.94,52.94,0.00,0.00%,FALSE,52.94,26/05/2025,E-commerce,Website Banner
1150,128,75,1,52.83,52.83,0.00,0.00%,FALSE,52.83,19/04/2025,E-commerce,Website Banner
707,1248,299,1,52.65,52.65,0.00,0.00%,FALSE,52.65,13/04/2025,App Mobile,App Mobile
1905,250,299,1,52.65,52.65,0.00,0.00%,FALSE,52.65,16/06/2025,App Mobile,App Mobile
260,1112,394,1,52.58,52.58,0.00,0.00%,FALSE,52.58,25/04/2025,App Mobile,App Mobile
2901,293,394,1,52.58,52.58,0.00,0.00%,FALSE,52.58,04/5/2025,E-commerce,Website Banner
665,31,57,1,52.28,52.28,0.00,0.00%,FALSE,52.28,20/05/2025,App Mobile,App Mobile
2245,36,445,1,52.28,52.28,0.00,0.00%,FALSE,52.28,28/05/2025,E-commerce,Website Banner
2803,546,445,1,52.28,52.28,0.00,0.00%,FALSE,52.28,28/04/2025,E-commerce,Website Banner
145,440,306,1,74.67,52.27,22.40,30.00%,TRUE,52.27,15/05/2025,App Mobile,Social Media
1425,1054,181,1,52.18,52.18,0.00,0.00%,FALSE,52.18,28/04/2025,App Mobile,App Mobile
1005,543,203,1,52.10,52.10,0.00,0.00%,FALSE,52.10,26/04/2025,E-commerce,Website Banner
606,1331,440,1,52.08,52.08,0.00,0.00%,FALSE,52.08,26/04/2025,App Mobile,App Mobile
1263,763,440,1,52.08,52.08,0.00,0.00%,FALSE,52.08,21/04/2025,E-commerce,Website Banner
1300,128,440,1,52.08,52.08,0.00,0.00%,FALSE,52.08,19/04/2025,E-commerce,Website Banner
2463,590,140,1,52.08,52.08,0.00,0.00%,FALSE,52.08,13/04/2025,E-commerce,Website Banner
625,545,468,1,51.80,51.80,0.00,0.00%,FALSE,51.80,04/5/2025,E-commerce,Website Banner
839,461,468,1,51.80,51.80,0.00,0.00%,FALSE,51.80,27/05/2025,E-commerce,Website Banner
343,402,361,1,51.76,51.76,0.00,0.00%,FALSE,51.76,13/05/2025,E-commerce,Website Banner
2951,114,76,1,51.70,51.70,0.00,0.00%,FALSE,51.70,25/04/2025,App Mobile,App Mobile
1680,1045,480,1,51.63,51.63,0.00,0.00%,FALSE,51.63,14/05/2025,E-commerce,Website Banner
1641,651,386,1,51.38,51.38,0.00,0.00%,FALSE,51.38,16/04/2025,E-commerce,Website Banner
1949,1184,367,1,51.38,51.38,0.00,0.00%,FALSE,51.38,25/04/2025,App Mobile,App Mobile
3076,762,170,1,51.27,51.27,0.00,0.00%,FALSE,51.27,13/06/2025,E-commerce,Website Banner
2445,1004,242,1,51.25,51.25,0.00,0.00%,FALSE,51.25,27/04/2025,App Mobile,App Mobile
3110,646,336,1,51.22,51.22,0.00,0.00%,FALSE,51.22,14/05/2025,E-commerce,Website Banner
1654,272,252,1,51.17,51.17,0.00,0.00%,FALSE,51.17,05/5/2025,App Mobile,App Mobile
2177,542,252,1,51.17,51.17,0.00,0.00%,FALSE,51.17,24/05/2025,E-commerce,Website Banner
3233,744,252,1,51.17,51.17,0.00,0.00%,FALSE,51.17,06/6/2025,App Mobile,App Mobile
1590,551,255,1,51.00,51.00,0.00,0.00%,FALSE,51.00,31/05/2025,E-commerce,Website Banner
2089,622,396,1,51.00,51.00,0.00,0.00%,FALSE,51.00,26/04/2025,E-commerce,Website Banner
3334,429,255,1,51.00,51.00,0.00,0.00%,FALSE,51.00,14/06/2025,App Mobile,App Mobile
3099,694,8,1,50.91,50.91,0.00,0.00%,FALSE,50.91,06/5/2025,App Mobile,App Mobile
382,1291,61,1,50.88,50.88,0.00,0.00%,FALSE,50.88,19/05/2025,E-commerce,Website Banner
180,1093,290,1,50.86,50.86,0.00,0.00%,FALSE,50.86,25/05/2025,App Mobile,App Mobile
2274,1098,450,1,50.85,50.85,0.00,0.00%,FALSE,50.85,27/05/2025,App Mobile,App Mobile
998,1251,273,1,50.72,50.72,0.00,0.00%,FALSE,50.72,30/04/2025,App Mobile,App Mobile
3037,709,273,1,50.72,50.72,0.00,0.00%,FALSE,50.72,28/04/2025,App Mobile,App Mobile
843,80,488,1,50.68,50.68,0.00,0.00%,FALSE,50.68,25/05/2025,E-commerce,Website Banner
2908,1227,488,1,50.68,50.68,0.00,0.00%,FALSE,50.68,13/04/2025,App Mobile,App Mobile
1812,344,253,1,50.55,50.55,0.00,0.00%,FALSE,50.55,14/06/2025,App Mobile,App Mobile
2421,1025,253,1,50.55,50.55,0.00,0.00%,FALSE,50.55,29/05/2025,App Mobile,App Mobile
2759,346,253,1,50.55,50.55,0.00,0.00%,FALSE,50.55,26/05/2025,App Mobile,App Mobile
2939,397,253,1,50.55,50.55,0.00,0.00%,FALSE,50.55,29/04/2025,E-commerce,Website Banner
939,623,193,1,50.52,50.52,0.00,0.00%,FALSE,50.52,14/04/2025,E-commerce,Website Banner
1582,593,193,1,50.52,50.52,0.00,0.00%,FALSE,50.52,16/06/2025,App Mobile,App Mobile
3295,307,193,1,50.52,50.52,0.00,0.00%,FALSE,50.52,21/05/2025,E-commerce,Website Banner
2404,959,370,1,50.34,50.34,0.00,0.00%,FALSE,50.34,05/4/2025,E-commerce,Website Banner
1176,160,150,1,50.04,50.04,0.00,0.00%,FALSE,50.04,25/04/2025,App Mobile,App Mobile
1621,551,69,1,49.98,49.98,0.00,0.00%,FALSE,49.98,31/05/2025,E-commerce,Website Banner
1297,1269,487,1,49.84,49.84,0.00,0.00%,FALSE,49.84,14/06/2025,App Mobile,App Mobile
1792,284,487,1,49.84,49.84,0.00,0.00%,FALSE,49.84,29/04/2025,App Mobile,App Mobile
1078,777,436,1,49.81,49.81,0.00,0.00%,FALSE,49.81,28/05/2025,E-commerce,Website Banner
2074,389,219,1,49.76,49.76,0.00,0.00%,FALSE,49.76,18/04/2025,E-commerce,Website Banner
2677,89,173,1,49.74,49.74,0.00,0.00%,FALSE,49.74,25/04/2025,E-commerce,Website Banner
3059,956,268,1,49.59,49.59,0.00,0.00%,FALSE,49.59,31/05/2025,App Mobile,App Mobile
1262,1109,190,1,49.41,49.41,0.00,0.00%,FALSE,49.41,27/05/2025,E-commerce,Website Banner
2756,675,300,1,48.88,48.88,0.00,0.00%,FALSE,48.88,23/05/2025,E-commerce,Website Banner
1127,235,216,1,48.86,48.86,0.00,0.00%,FALSE,48.86,06/4/2025,E-commerce,Website Banner
862,940,295,1,48.73,48.73,0.00,0.00%,FALSE,48.73,21/04/2025,App Mobile,App Mobile
1086,613,460,1,48.64,48.64,0.00,0.00%,FALSE,48.64,15/06/2025,E-commerce,Website Banner
2517,872,406,1,53.74,48.37,5.37,10.00%,TRUE,48.37,04/6/2025,E-commerce,Website Banner
1219,190,34,1,48.34,48.34,0.00,0.00%,FALSE,48.34,17/06/2025,App Mobile,App Mobile
1375,103,34,1,48.34,48.34,0.00,0.00%,FALSE,48.34,13/06/2025,E-commerce,Website Banner
214,116,230,1,48.30,48.30,0.00,0.00%,FALSE,48.30,04/5/2025,App Mobile,App Mobile
391,623,230,1,48.30,48.30,0.00,0.00%,FALSE,48.30,14/04/2025,E-commerce,Website Banner
154,643,455,1,48.03,48.03,0.00,0.00%,FALSE,48.03,24/04/2025,E-commerce,Website Banner
1374,592,455,1,48.03,48.03,0.00,0.00%,FALSE,48.03,17/05/2025,E-commerce,Website Banner
1672,489,121,1,47.91,47.91,0.00,0.00%,FALSE,47.91,13/06/2025,E-commerce,Website Banner
3146,1175,183,1,47.87,47.87,0.00,0.00%,FALSE,47.87,05/5/2025,E-commerce,Website Banner
410,125,185,1,47.73,47.73,0.00,0.00%,FALSE,47.73,05/6/2025,App Mobile,App Mobile
1805,252,447,1,47.66,47.66,0.00,0.00%,FALSE,47.66,18/04/2025,App Mobile,App Mobile
2126,776,447,1,47.66,47.66,0.00,0.00%,FALSE,47.66,18/05/2025,E-commerce,Website Banner
128,278,482,1,47.59,47.59,0.00,0.00%,FALSE,47.59,13/06/2025,App Mobile,App Mobile
1247,1136,410,1,47.47,47.47,0.00,0.00%,FALSE,47.47,14/06/2025,App Mobile,App Mobile
2469,451,410,1,47.47,47.47,0.00,0.00%,FALSE,47.47,15/04/2025,E-commerce,Website Banner
3079,1328,410,1,47.47,47.47,0.00,0.00%,FALSE,47.47,16/06/2025,E-commerce,Website Banner
371,141,254,1,47.44,47.44,0.00,0.00%,FALSE,47.44,15/06/2025,E-commerce,Website Banner
1783,72,118,1,46.99,46.99,0.00,0.00%,FALSE,46.99,19/05/2025,E-commerce,Website Banner
1570,1143,217,1,52.12,46.91,5.21,10.00%,TRUE,46.91,04/6/2025,E-commerce,Email
1718,483,275,1,52.11,46.90,5.21,10.00%,TRUE,46.90,06/6/2025,E-commerce,Email
1984,392,132,1,46.90,46.90,0.00,0.00%,FALSE,46.90,21/05/2025,E-commerce,Website Banner
2000,537,349,1,46.72,46.72,0.00,0.00%,FALSE,46.72,30/04/2025,E-commerce,Website Banner
1147,992,131,1,66.63,46.64,19.99,30.00%,TRUE,46.64,13/05/2025,App Mobile,Social Media
591,224,137,1,46.52,46.52,0.00,0.00%,FALSE,46.52,25/04/2025,App Mobile,App Mobile
2413,1103,137,1,46.52,46.52,0.00,0.00%,FALSE,46.52,31/05/2025,E-commerce,Website Banner
2958,853,345,1,46.36,46.36,0.00,0.00%,FALSE,46.36,28/04/2025,App Mobile,App Mobile
2594,868,351,1,46.11,46.11,0.00,0.00%,FALSE,46.11,24/05/2025,App Mobile,App Mobile
1172,845,94,1,45.80,45.80,0.00,0.00%,FALSE,45.80,26/05/2025,E-commerce,Website Banner
2591,274,94,1,45.80,45.80,0.00,0.00%,FALSE,45.80,19/04/2025,E-commerce,Website Banner
264,433,161,1,45.75,45.75,0.00,0.00%,FALSE,45.75,30/05/2025,App Mobile,App Mobile
601,423,19,1,65.26,45.68,19.58,30.00%,TRUE,45.68,13/05/2025,App Mobile,Social Media
2347,1296,19,1,65.26,45.68,19.58,30.00%,TRUE,45.68,18/05/2025,App Mobile,Social Media
872,944,201,1,45.62,45.62,0.00,0.00%,FALSE,45.62,14/06/2025,E-commerce,Website Banner
1607,635,229,1,45.58,45.58,0.00,0.00%,FALSE,45.58,16/04/2025,App Mobile,App Mobile
3056,963,229,1,45.58,45.58,0.00,0.00%,FALSE,45.58,06/4/2025,E-commerce,Website Banner
2148,554,20,1,45.42,45.42,0.00,0.00%,FALSE,45.42,13/06/2025,E-commerce,Website Banner
2786,241,20,1,45.42,45.42,0.00,0.00%,FALSE,45.42,06/6/2025,App Mobile,App Mobile
2593,561,370,1,50.34,45.31,5.03,10.00%,TRUE,45.31,06/6/2025,E-commerce,Email
1417,75,109,1,45.27,45.27,0.00,0.00%,FALSE,45.27,22/05/2025,App Mobile,App Mobile
1448,614,109,1,45.27,45.27,0.00,0.00%,FALSE,45.27,29/05/2025,App Mobile,App Mobile
2480,384,109,1,45.27,45.27,0.00,0.00%,FALSE,45.27,27/04/2025,E-commerce,Website Banner
3144,535,404,1,45.19,45.19,0.00,0.00%,FALSE,45.19,31/05/2025,App Mobile,App Mobile
